shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
df2d5768-1175-4473-9e45-f9820df8b6a8,37.2561040375295,-80.4114683217685,67,4173.04
bc10d5d6-a28a-4e07-84d2-f11d152562a4,37.2201423180188,-80.4038387777709,34,2058.39
8fc60eda-dc4f-4d04-8131-338008a4c332,37.2324603636539,-80.4238789036202,88,4171.01
61f2adfb-cc5a-402a-a474-43298556829f,37.2240918710287,-80.429271485166,92,4189.89
1327e202-79fd-4bfc-9b07-91089ed9f814,37.2131390698635,-80.4001198947501,146,9335.57
6d67ffca-465d-403e-8231-fa8b2e35a95c,37.2076391999506,-80.4208936048087,272,14778.52
c34a1df3-f0aa-409a-8563-64e4257176a5,37.2174493800073,-80.4175462077586,139,7289.78
df2d5768-1175-4473-9e45-f9820df8b6a8,37.2352713188691,-80.4208734882398,141,7850.97
59d7c53c-fafa-4c5a-9840-bfa25ae03451,37.2360022208692,-80.4210263741628,125,5544.35
af3fbd2c-d927-41a3-9bac-24fe85f83e43,37.227841599455,-80.4201077175204,141,7106.78
bba5af24-a01c-49e3-a647-8a125e6c79ab,37.2543042751732,-80.4169480751126,100,4628.63
8488832b-cbf2-4ec8-8e31-85e4068c78a8,37.2237793936598,-80.407884890311,32,1516.65
20b39863-2db9-4014-9d04-237b2f1bc1be,37.2253002062619,-80.4456316200275,43,2753.21
9885263e-7059-44c1-ab40-68928384f6b4,37.2253243461444,-80.445132729121,141,6091.45
8488832b-cbf2-4ec8-8e31-85e4068c78a8,37.2316101033455,-80.4161098847455,200,9082.97
b164a63b-0a08-49cf-a4b0-38d9065ad3e4,37.2297499912828,-80.4209566367243,6,172.12
ba922046-09c3-4ac6-9c34-d52e7c93d497,37.2314612407363,-80.4220442725446,116,6314.56
c5eb855b-bb1f-42d9-9f52-376d07b5085c,37.245230361535,-80.4214997840822,56,2326.98
b9820139-7857-492d-9a76-c731c5061429,37.2280964093266,-80.4195364069662,176,8749.66
60e8704a-e33a-4b71-84bb-c6b47e56150e,37.2151520678492,-80.4006724298401,106,4234.76
a302906b-add4-47af-bf26-fe2dcd41641c,37.2294898169929,-80.4191917430873,2,45.48
1563593b-056b-480a-b99f-a2da171c5564,37.2173796425688,-80.4014811159063,46,2431.69
4f9c183a-37c9-4ac4-a11e-74ea77a6e777,37.2093102162665,-80.4169024775566,266,14290.95
5f53cea9-3adb-4da3-891e-48c3ae5cf8d2,37.2222880853586,-80.4199078929369,32,1364.62
81ce4c35-419b-4877-bf22-99a3f06505e1,37.2282466130404,-80.4231989635944,1,41.31
c5eb855b-bb1f-42d9-9f52-376d07b5085c,37.239912881846,-80.4270707325381,32,1359.75
5f53cea9-3adb-4da3-891e-48c3ae5cf8d2,37.2075077717011,-80.420008475781,252,13919.26
0ae66fcd-b23c-4891-b510-c8a474b41982,37.2439992275237,-80.4277131216355,54,2732.97
ba922046-09c3-4ac6-9c34-d52e7c93d497,37.2433340396484,-80.4285969095586,64,2805.26
4b61f4ba-c195-4cc5-9855-00e2c9884b61,37.2313217658592,-80.430275972502,70,3790.92
c34a1df3-f0aa-409a-8563-64e4257176a5,37.2294214206589,-80.4213978601335,198,9563.32
ba922046-09c3-4ac6-9c34-d52e7c93d497,37.2273816005815,-80.4242973282514,3,178.43
5f53cea9-3adb-4da3-891e-48c3ae5cf8d2,37.2263382212125,-80.4255606487728,10,347.35
51481b8d-dcd5-447a-b06c-7df6be3571c6,37.2141998835921,-80.4526710780067,95,4319.79
59d7c53c-fafa-4c5a-9840-bfa25ae03451,37.2401448929396,-80.4165283093767,51,2229.9
8c8ada80-c0df-4d4d-98d5-2925d4a5ef2d,37.2304715055508,-80.4210116220124,5,95.22
df2d5768-1175-4473-9e45-f9820df8b6a8,37.2477046994987,-80.4139118143268,86,5302.59
61f2adfb-cc5a-402a-a474-43298556829f,37.2239550783607,-80.4291038470926,45,2193.71
df2d5768-1175-4473-9e45-f9820df8b6a8,37.2474163620124,-80.4175582776998,107,6175.82
5f53cea9-3adb-4da3-891e-48c3ae5cf8d2,37.2046887698584,-80.4124701268953,118,5433.21
8488832b-cbf2-4ec8-8e31-85e4068c78a8,37.207745147213,-80.393801951039,115,4939.99
02eb564f-2047-432f-875b-0e859bafb38c,37.2142159768472,-80.4442999031722,101,5635.79
81ce4c35-419b-4877-bf22-99a3f06505e1,37.2248616650618,-80.4362345001837,73,3421.67
81ce4c35-419b-4877-bf22-99a3f06505e1,37.2245143189737,-80.4304395872616,49,2345.23
81ce4c35-419b-4877-bf22-99a3f06505e1,37.2234494819313,-80.4313890893095,51,2490.35
1aeb7909-aab9-42ac-90d0-67a7ddd5d997,37.254792437243,-80.4133928068514,65,3922.69
4f9c183a-37c9-4ac4-a11e-74ea77a6e777,37.2214270962135,-80.4219503952235,28,1117.62
81ce4c35-419b-4877-bf22-99a3f06505e1,37.2284973995982,-80.4228542997154,0,0
1563593b-056b-480a-b99f-a2da171c5564,37.2209335697254,-80.4047762098775,109,6070.14
c34a1df3-f0aa-409a-8563-64e4257176a5,37.2277302877742,-80.4188484203129,180,9206.84
602ae1e9-3c7b-4bbf-92f8-22a6ba919378,37.2313512701602,-80.4287699120504,23,980.3
9862e5d8-5942-4691-a103-3a1123d132f0,37.2355180821131,-80.4208386195206,36,1314.06
81ce4c35-419b-4877-bf22-99a3f06505e1,37.2285349505267,-80.4197657358507,151,6599.75
81ce4c35-419b-4877-bf22-99a3f06505e1,37.2249287202912,-80.4359488449066,74,3448.02
94121bb0-9eab-4c31-b1e5-1d37533d5f94,37.2196031939747,-80.4481220512463,33,1348.36
81ce4c35-419b-4877-bf22-99a3f06505e1,37.2260404959941,-80.4239660754184,129,6058.52
af3fbd2c-d927-41a3-9bac-24fe85f83e43,37.2315899867767,-80.43294745284,88,4807.66
81ce4c35-419b-4877-bf22-99a3f06505e1,37.2282707529229,-80.4195001971424,150,6562.15
81ce4c35-419b-4877-bf22-99a3f06505e1,37.2224463356999,-80.428579475199,98,4686.54
81ce4c35-419b-4877-bf22-99a3f06505e1,37.22465647606,-80.4301418620432,47,2314.28
81ce4c35-419b-4877-bf22-99a3f06505e1,37.2225200964522,-80.4283689217787,99,4706.89
81ce4c35-419b-4877-bf22-99a3f06505e1,37.2245974674581,-80.4303068179075,48,2330.28
81ce4c35-419b-4877-bf22-99a3f06505e1,37.2222907675678,-80.4281717794044,100,4737.77
81ce4c35-419b-4877-bf22-99a3f06505e1,37.2206787598538,-80.4240210607064,23,1103.57
81ce4c35-419b-4877-bf22-99a3f06505e1,37.221594734287,-80.4274341718813,101,4838.97
81ce4c35-419b-4877-bf22-99a3f06505e1,37.2206371856116,-80.424412663246,24,1138.53
81ce4c35-419b-4877-bf22-99a3f06505e1,37.2217395735824,-80.4306434351589,96,4478.47
81ce4c35-419b-4877-bf22-99a3f06505e1,37.2241991593956,-80.4243684067946,122,5762.7
81ce4c35-419b-4877-bf22-99a3f06505e1,37.2280910449082,-80.4195511591167,148,6541.4
81ce4c35-419b-4877-bf22-99a3f06505e1,37.2210703623933,-80.4228516175062,19,981.36
81ce4c35-419b-4877-bf22-99a3f06505e1,37.2239550783607,-80.4291038470926,45,2193.71
81ce4c35-419b-4877-bf22-99a3f06505e1,37.2216483784704,-80.4303202289534,97,4508.81
81ce4c35-419b-4877-bf22-99a3f06505e1,37.2248495951205,-80.4367588720774,71,3375.25
81ce4c35-419b-4877-bf22-99a3f06505e1,37.2263368801079,-80.437413331116,69,3180.92
81ce4c35-419b-4877-bf22-99a3f06505e1,37.2244392171168,-80.4245306804496,123,5792.99
81ce4c35-419b-4877-bf22-99a3f06505e1,37.2281688289743,-80.4195095848745,149,6550.79
81ce4c35-419b-4877-bf22-99a3f06505e1,37.2240878477149,-80.4292661207477,46,2214.3
81ce4c35-419b-4877-bf22-99a3f06505e1,37.2210006249547,-80.4229119672127,20,990.77
81ce4c35-419b-4877-bf22-99a3f06505e1,37.2248603239572,-80.4363565407012,72,3410.87
81ce4c35-419b-4877-bf22-99a3f06505e1,37.2246940269884,-80.4247640326478,124,5828.03
81ce4c35-419b-4877-bf22-99a3f06505e1,37.2209094298428,-80.4228985561668,21,1000.97
bc10d5d6-a28a-4e07-84d2-f11d152562a4,37.2069673065524,-80.3989129006215,58,3613.49
a25b57dd-ddc3-49e9-bc5d-956f709442eb,37.176396827483,-80.4179230581476,112,8100.97
b2d2e351-0605-44f1-a9ff-22334b9a86c8,37.2317026395621,-80.4335093756622,23,1424.96
56ddb11e-f488-48e1-bf6b-7efaf09ab74d,37.2444431331422,-80.4265503839582,62,3368.13
c5eb855b-bb1f-42d9-9f52-376d07b5085c,37.2296655016938,-80.420837278416,0,0
b9820139-7857-492d-9a76-c731c5061429,37.2167748043999,-80.423385377132,49,2315.35
af3fbd2c-d927-41a3-9bac-24fe85f83e43,37.2263865009777,-80.4242289319175,129,6646.87
c34a1df3-f0aa-409a-8563-64e4257176a5,37.2286918597634,-80.422579373275,201,9695.74
fa4b8b82-f026-4c32-a7b0-9f258e7f2cc9,37.2219300104338,-80.4058330002924,26,1687.3
8fc60eda-dc4f-4d04-8131-338008a4c332,37.2423738087639,-80.4222440971282,35,1738.16
fa4b8b82-f026-4c32-a7b0-9f258e7f2cc9,37.1613979137777,-80.4278445498851,210,12024.73
aa57cadf-5939-4d86-ad1e-29b6e433aaa4,37.2434305991787,-80.4136583455597,46,2406.13
59d4608c-6241-4306-8f4a-3b4973ae0da9,37.226047201517,-80.4237649097302,9,354.78
4f9c183a-37c9-4ac4-a11e-74ea77a6e777,37.1998125135787,-80.4052898529345,200,11011.67
60e8704a-e33a-4b71-84bb-c6b47e56150e,37.2169236670091,-80.4012450814989,109,4438.1
60e8704a-e33a-4b71-84bb-c6b47e56150e,37.212357205889,-80.4062071684722,12,778
20b39863-2db9-4014-9d04-237b2f1bc1be,37.224604172981,-80.4469137160131,133,7240.26
5f53cea9-3adb-4da3-891e-48c3ae5cf8d2,37.2269484237998,-80.4245105638808,6,230.77
e52bcf8a-1dbe-4e8b-9c32-c7ccc3a47868,37.2390425049688,-80.4356497785836,86,4000.84
4b61f4ba-c195-4cc5-9855-00e2c9884b61,37.2269135550805,-80.425855691782,84,4499.89
bba5af24-a01c-49e3-a647-8a125e6c79ab,37.2546636912026,-80.4107924050565,61,3383.49
497c4895-853b-43b3-b572-3d12f316afe6,37.229775,-80.419097,206,9416.87
1327e202-79fd-4bfc-9b07-91089ed9f814,37.2205433082904,-80.4042920711214,33,1998.44
39a0aa5c-58bd-4641-b2a8-cc472157ebd3,37.2158440778163,-80.4451059070293,100,5018.58
fa4b8b82-f026-4c32-a7b0-9f258e7f2cc9,37.2183532844992,-80.402083271866,351,22001.29
4f9c183a-37c9-4ac4-a11e-74ea77a6e777,37.2286824720313,-80.4199145984599,363,18568.14
61f2adfb-cc5a-402a-a474-43298556829f,37.2280910449082,-80.4195511591167,148,6541.4
4b61f4ba-c195-4cc5-9855-00e2c9884b61,37.2293369310699,-80.4278083400612,80,4179.91
bba5af24-a01c-49e3-a647-8a125e6c79ab,37.2536082418924,-80.4191474866359,82,4388.71
59d7c53c-fafa-4c5a-9840-bfa25ae03451,37.2326508005053,-80.4173477242796,142,6078.16
8d30ce30-c37c-41d0-a157-fb762a29a89a,37.2340603014267,-80.4086922352726,36,1586.18
bba5af24-a01c-49e3-a647-8a125e6c79ab,37.2509823591103,-80.4116051144364,47,2965.22
1327e202-79fd-4bfc-9b07-91089ed9f814,37.2122780807184,-80.3933473165838,137,8486.11
bba5af24-a01c-49e3-a647-8a125e6c79ab,37.2343084057753,-80.419524337025,165,7609.21
56ddb11e-f488-48e1-bf6b-7efaf09ab74d,37.237403675163,-80.4348933955964,37,2047.56
fa4b8b82-f026-4c32-a7b0-9f258e7f2cc9,37.188169043551,-80.4065907243842,303,18470.61
b2d2e351-0605-44f1-a9ff-22334b9a86c8,37.2257199719977,-80.4432940747317,140,7586.47
497c4895-853b-43b3-b572-3d12f316afe6,37.212279421823,-80.3933540221068,142,5697.22
9f8a2852-98a5-45fd-917b-8e31ba66860c,37.2271871404163,-80.440052624944,61,2580.65
c34a1df3-f0aa-409a-8563-64e4257176a5,37.221571935509,-80.41954043028,156,8169.73
c34a1df3-f0aa-409a-8563-64e4257176a5,37.216396,-80.423407,131,6753.45
e52bcf8a-1dbe-4e8b-9c32-c7ccc3a47868,37.2284383909964,-80.4270801202703,113,5627.53
51481b8d-dcd5-447a-b06c-7df6be3571c6,37.2296655016938,-80.420837278416,217,9343.57
e52bcf8a-1dbe-4e8b-9c32-c7ccc3a47868,37.2427506591529,-80.4221917940492,48,2037.49
822c6443-c856-45db-b645-16f04692cedb,37.2541996690154,-80.4172712813182,99,4597.77
c5eb855b-bb1f-42d9-9f52-376d07b5085c,37.2360974392949,-80.4266067103509,21,922.83
9d1c1bc0-10f6-4027-8ea7-b854a16d2e0c,37.2513457984534,-80.4123910017246,79,4838.78
59d7c53c-fafa-4c5a-9840-bfa25ae03451,37.2465996293187,-80.4204054427389,98,4202.67
add3910a-81c9-4531-9144-51bfe7ee16ee,37.2314196664941,-80.4302115994818,29,1131.57
c55362c0-b8a4-4559-bb46-5a5f05c25088,37.228010578633,-80.4199427616562,173,8711.59
94121bb0-9eab-4c31-b1e5-1d37533d5f94,37.2320566911731,-80.4275320725162,87,4165
aa57cadf-5939-4d86-ad1e-29b6e433aaa4,37.2352069458489,-80.4205288243609,21,986.41
c34a1df3-f0aa-409a-8563-64e4257176a5,37.216016,-80.424443,126,6646.58
59d7c53c-fafa-4c5a-9840-bfa25ae03451,37.2318005401969,-80.4162882516556,144,6211.32
0446bbaf-909f-4b61-9154-3c47264af370,37.22730515762,-80.4207031679572,204,8986.85
f48ca261-05db-42bb-adbe-b89e0f620cf0,37.2432790543603,-80.4220000160932,38,1841.46
fa4b8b82-f026-4c32-a7b0-9f258e7f2cc9,37.1644060113672,-80.4253447309342,200,11510.06
4f9c183a-37c9-4ac4-a11e-74ea77a6e777,37.2087214713527,-80.4182341944119,265,14156.15
9862e5d8-5942-4691-a103-3a1123d132f0,37.2391216301394,-80.4199548315975,45,1737.04
9885263e-7059-44c1-ab40-68928384f6b4,37.2255898848528,-80.4438694085997,144,6207.11
1aeb7909-aab9-42ac-90d0-67a7ddd5d997,37.2509823591103,-80.4116051144364,51,2965.18
81ce4c35-419b-4877-bf22-99a3f06505e1,37.2208772433327,-80.4230299844164,22,1013.14
a302906b-add4-47af-bf26-fe2dcd41641c,37.2316101033455,-80.4161098847455,141,7625.37
bc10d5d6-a28a-4e07-84d2-f11d152562a4,37.2160747478053,-80.4009486973851,44,2584.54
9862e5d8-5942-4691-a103-3a1123d132f0,37.2404949212369,-80.4164719829841,53,2269.67
0446bbaf-909f-4b61-9154-3c47264af370,37.219800336349,-80.4525772006856,71,3635.19
51481b8d-dcd5-447a-b06c-7df6be3571c6,37.2313579756831,-80.4295276361422,171,7727.21
60e8704a-e33a-4b71-84bb-c6b47e56150e,37.2097956961271,-80.3956794974613,86,2743.87
51481b8d-dcd5-447a-b06c-7df6be3571c6,37.2182553838644,-80.4535173150013,79,3846.64
4f9c183a-37c9-4ac4-a11e-74ea77a6e777,37.2241347863755,-80.418051804188,344,17776.36
9885263e-7059-44c1-ab40-68928384f6b4,37.2248978748857,-80.4463356999359,138,5974.47
0446bbaf-909f-4b61-9154-3c47264af370,37.226375772141,-80.4415425921406,48,2345.93
6d67ffca-465d-403e-8231-fa8b2e35a95c,37.2173420916404,-80.4191595565772,319,16913.76
9885263e-7059-44c1-ab40-68928384f6b4,37.2286838131359,-80.4199159395645,217,9206.92
9d1c1bc0-10f6-4027-8ea7-b854a16d2e0c,37.246842369249,-80.4160750160262,90,5599.57
9885263e-7059-44c1-ab40-68928384f6b4,37.2200403940702,-80.452491369992,73,3607.55
b9820139-7857-492d-9a76-c731c5061429,37.2244499459535,-80.4305106658048,111,5130.18
8d30ce30-c37c-41d0-a157-fb762a29a89a,37.2285349505267,-80.4197657358507,0,0
bc84683a-7924-4c06-be40-bd1ea4716a47,37.1879115514702,-80.4067503158301,5,688.09
94121bb0-9eab-4c31-b1e5-1d37533d5f94,37.2323718507512,-80.423538263055,95,4603.4
61f2adfb-cc5a-402a-a474-43298556829f,37.228049470666,-80.4196182143461,147,6533.88
39a0aa5c-58bd-4641-b2a8-cc472157ebd3,37.2189473938315,-80.4481622843839,71,3781.13
51481b8d-dcd5-447a-b06c-7df6be3571c6,37.2288608389414,-80.4386002086759,154,6821.05
81ce4c35-419b-4877-bf22-99a3f06505e1,37.2248992159903,-80.4248766854332,125,5852.91
81ce4c35-419b-4877-bf22-99a3f06505e1,37.2256207302583,-80.42521196158,126,5938.4
c34a1df3-f0aa-409a-8563-64e4257176a5,37.214538,-80.425269,120,6464.35
81ce4c35-419b-4877-bf22-99a3f06505e1,37.224818749715,-80.4355585834717,76,3484.78
b164a63b-0a08-49cf-a4b0-38d9065ad3e4,37.2251996234178,-80.4459588495468,56,2916.78
4b61f4ba-c195-4cc5-9855-00e2c9884b61,37.2297593790149,-80.4209579778289,2,15.1
59d7c53c-fafa-4c5a-9840-bfa25ae03451,37.241892352217,-80.4158175239454,57,2435.71
f48ca261-05db-42bb-adbe-b89e0f620cf0,37.233321352799,-80.4250309124607,83,4026
9d1c1bc0-10f6-4027-8ea7-b854a16d2e0c,37.2366191289794,-80.4211014760197,27,1156.09
81ce4c35-419b-4877-bf22-99a3f06505e1,37.2248482540159,-80.4357141516038,75,3470.63
81ce4c35-419b-4877-bf22-99a3f06505e1,37.2276283638256,-80.4240693404716,3,144.52
81ce4c35-419b-4877-bf22-99a3f06505e1,37.2247423067535,-80.4343730470164,78,3590.18
fa4b8b82-f026-4c32-a7b0-9f258e7f2cc9,37.178623061098,-80.4150423654939,109,7745.63
a25b57dd-ddc3-49e9-bc5d-956f709442eb,37.2302757042811,-80.4149471470682,7,458.01
20b39863-2db9-4014-9d04-237b2f1bc1be,37.2315189082336,-80.4291923599954,19,1040.06
0446bbaf-909f-4b61-9154-3c47264af370,37.23131908365,-80.4301405209387,170,7672.78
1aeb7909-aab9-42ac-90d0-67a7ddd5d997,37.2561040375295,-80.4114683217685,61,3650.01
fa4b8b82-f026-4c32-a7b0-9f258e7f2cc9,37.1649545231434,-80.4296107846266,155,10220.15
fa4b8b82-f026-4c32-a7b0-9f258e7f2cc9,37.1685272257642,-80.4217545939538,129,9059.79
02eb564f-2047-432f-875b-0e859bafb38c,37.2265259758547,-80.4250738278075,7,299.18
602ae1e9-3c7b-4bbf-92f8-22a6ba919378,37.2314679462592,-80.4295034962596,27,1068.6
81ce4c35-419b-4877-bf22-99a3f06505e1,37.2259908751244,-80.4242061331395,128,6036.58
51481b8d-dcd5-447a-b06c-7df6be3571c6,37.2297607201195,-80.4209579778289,1,15.03
b2d2e351-0605-44f1-a9ff-22334b9a86c8,37.231348587951,-80.4346533378752,155,8594.13
9862e5d8-5942-4691-a103-3a1123d132f0,37.2401448929396,-80.4165283093767,51,2229.9
b2d2e351-0605-44f1-a9ff-22334b9a86c8,37.229330225547,-80.4215520871611,188,10143.49
4b61f4ba-c195-4cc5-9855-00e2c9884b61,37.2327554066631,-80.4245655491689,15,508.72
e52bcf8a-1dbe-4e8b-9c32-c7ccc3a47868,37.2255456284014,-80.4251770928608,120,5992.29
a25b57dd-ddc3-49e9-bc5d-956f709442eb,37.2219313515384,-80.405834341397,362,22520.3
81ce4c35-419b-4877-bf22-99a3f06505e1,37.225839330306,-80.4245507970184,127,6001.74
af3fbd2c-d927-41a3-9bac-24fe85f83e43,37.2248978748857,-80.4463356999359,63,3359.66
bba5af24-a01c-49e3-a647-8a125e6c79ab,37.2326508005053,-80.417353088698,11,584.92
81ce4c35-419b-4877-bf22-99a3f06505e1,37.2241736784085,-80.4307547468397,50,2392.24
822c6443-c856-45db-b645-16f04692cedb,37.2535210700942,-80.4191380989038,83,4398.43
81ce4c35-419b-4877-bf22-99a3f06505e1,37.2269470826952,-80.4245119049854,6,230.9
497c4895-853b-43b3-b572-3d12f316afe6,37.2077196662259,-80.3938086565619,114,4937.1
4f9c183a-37c9-4ac4-a11e-74ea77a6e777,37.2173407505358,-80.4191582154726,44,1928.99
81ce4c35-419b-4877-bf22-99a3f06505e1,37.2222344411751,-80.4303725320323,95,4418.48
81ce4c35-419b-4877-bf22-99a3f06505e1,37.221142782041,-80.4270975546299,102,4897.36
81ce4c35-419b-4877-bf22-99a3f06505e1,37.2280615406073,-80.4234712078256,2,72.98
602ae1e9-3c7b-4bbf-92f8-22a6ba919378,37.2355167410086,-80.4208386195206,98,5061.8
aa57cadf-5939-4d86-ad1e-29b6e433aaa4,37.2349615237094,-80.4206736636563,146,7903.51
81ce4c35-419b-4877-bf22-99a3f06505e1,37.2204842996886,-80.4253152266333,105,5109.76
4b61f4ba-c195-4cc5-9855-00e2c9884b61,37.2226112915642,-80.4202190292012,113,5541.37
20b39863-2db9-4014-9d04-237b2f1bc1be,37.2225616706945,-80.4509048432651,50,3314.14
94121bb0-9eab-4c31-b1e5-1d37533d5f94,37.2155047783556,-80.4448510971577,17,705
0446bbaf-909f-4b61-9154-3c47264af370,37.2148664125721,-80.4532276364104,94,4230.08
8488832b-cbf2-4ec8-8e31-85e4068c78a8,37.2099539464685,-80.3956607219971,136,5301.98
59d4608c-6241-4306-8f4a-3b4973ae0da9,37.2350460132984,-80.4209298146325,99,5526.31
60e8704a-e33a-4b71-84bb-c6b47e56150e,37.20782024907,-80.3938301142353,69,2408.68
d401a816-6b6a-4642-acd6-9242c1c0f590,37.2263382212125,-80.4255606487728,10,347.35
6d67ffca-465d-403e-8231-fa8b2e35a95c,37.2297607201195,-80.4211376858436,366,18739.01
39a0aa5c-58bd-4641-b2a8-cc472157ebd3,37.2304487067728,-80.4285888629311,18,879.19
bba5af24-a01c-49e3-a647-8a125e6c79ab,37.2536015363694,-80.4188001405478,88,4440.96
c34a1df3-f0aa-409a-8563-64e4257176a5,37.2050294104236,-80.405850434652,32,2387.36
02eb564f-2047-432f-875b-0e859bafb38c,37.229261829213,-80.4216982675611,189,10158.49
9862e5d8-5942-4691-a103-3a1123d132f0,37.2393938743707,-80.4163378725253,50,2144.76
9862e5d8-5942-4691-a103-3a1123d132f0,37.24095,-80.416242,54,2324.18
51481b8d-dcd5-447a-b06c-7df6be3571c6,37.2266386286401,-80.4410195613515,46,2291.18
b9820139-7857-492d-9a76-c731c5061429,37.2233381702505,-80.4315433163371,73,3587.9
1563593b-056b-480a-b99f-a2da171c5564,37.2130384870194,-80.3941130873032,85,4371.48
